#hg19.knownCanonical.chrom	hg19.knownCanonical.chromStart	hg19.knownCanonical.chromEnd	hg19.knownCanonical.clusterId	hg19.knownCanonical.transcript	hg19.kgXref.geneSymbol
chr8	81593476	81593579	28122	uc022aws.1	Mir_562
chr8	81880045	82024303	28123	uc003ybz.3	PAG1
chr8	82192717	82197012	28124	uc003yca.2	FABP5
chr8	82352563	82359719	28125	uc003ycb.1	PMP2
chr8	82370617	82373758	28126	uc011lfo.2	FABP9
chr8	82390731	82395473	28127	uc003ycd.2	FABP4
chr8	82437280	82443550	28128	uc011lfp.2	FABP12
chr8	82569150	82598589	28129	uc011lfq.1	IMPA1
chr8	82605890	82607207	28130	uc011lfs.2	SLC10A5
chr8	82613565	82633539	28131	uc003ycj.2	ZFAND1
chr8	82644687	82671748	28132	uc003ycl.3	CHMP4C
chr8	82711817	82754521	28133	uc003ycn.3	SNX16
chr8	84315992	84321132	28134	uc003ycp.3	BC038578
chr8	85097099	85834078	28135	uc003yct.4	RALYL
chr8	86019322	86058314	28136	uc003ycw.3	LRRCC1
chr8	86089618	86126753	28137	uc003ycz.4	E2F5
chr8	86126287	86132643	28138	uc022axb.1	C8orf59
chr8	86126823	86129387	28139	uc003ydc.1	AB209185
chr8	86157715	86196302	28140	uc003ydg.2	CA13
chr8	86240457	86290342	28141	uc003ydi.3	CA1
chr8	86351055	86361267	28142	uc003ydj.3	CA3
chr8	86376130	86393721	28143	uc003ydk.2	CA2
chr8	86566827	86567905	28144	uc003ydl.1	REXO1L1
chr8	86568694	86575726	28145	uc022axf.1	REXO1L1
chr8	86727072	86749604	28146	uc010mgi.2	REXO1L1
chr8	86756683	86757761	28147	uc022axg.1	REXO1L1
chr8	86758550	86789306	28148	uc022axh.1	REXO1L1
chr8	87060690	87081851	28149	uc011lfy.2	PSKH2
chr8	87111138	87166454	28150	uc003ydp.1	ATP6V0D2
chr8	87226287	87242604	28151	uc003ydq.1	SLC7A13
chr8	87345502	87355543	28152	uc003yds.3	BC038731
chr8	87354993	87480178	28153	uc003ydt.3	WWP1
chr8	87382612	87382678	28154	uc022axj.1	Mir_147
chr8	87484577	87521009	28155	uc003ydu.3	FAM82B
chr8	87526655	87573726	28156	uc003ydv.2	CPNE3
chr8	87586162	87755903	28157	uc003ydx.3	CNGB3
chr8	87878675	88394955	28158	uc003ydy.2	CNBD1
chr8	88882970	88886296	28159	uc003ydz.3	DCAF4L2
chr8	89044236	89046790	28160	uc010mak.2	DKFZp761D112
chr8	89049459	89339717	28161	uc003yeb.4	MMP16
chr8	90769974	90803292	28162	uc003yee.3	RIPK2
chr8	90914761	90940095	28163	uc003yeh.3	OSGIN2
chr8	90945563	90996899	28164	uc003yej.1	NBN
chr8	91013579	91064227	28165	uc003yek.1	DECR1
chr8	91070837	91095107	28166	uc003yel.1	CALB1
chr8	91100422	91100712	28167	uc022axk.1	Metazoa_SRP
chr8	91634222	91658133	28168	uc003yen.2	TMEM64
chr8	91658668	91663985	28169	uc003yep.3	BC040572
chr8	91803920	91971630	28170	uc011lgg.2	NECAB1
chr8	91970705	91997485	28171	uc022axl.1	LOC100127983
chr8	92006501	92053203	28172	uc003yes.3	TMEM55A
chr8	92080142	92082417	28173	uc003yet.3	BC067244
chr8	92082423	92099323	28174	uc003yeu.4	OTUD6B
chr8	92114846	92231464	28175	uc010mal.1	LRRC69
chr8	92217712	92217786	28176	uc022axm.1	MIR4661
chr8	92261515	92406946	28177	uc003yez.3	SLC26A7
chr8	92607192	92607469	28178	uc022axn.1	7SK
chr8	92967194	93107882	28179	uc022axs.1	RUNX1T1
chr8	93179670	93179775	28180	uc022axx.1	5S_rRNA
chr8	93725189	93889865	28181	uc003yfj.1	AK128161
chr8	93895757	93978372	28182	uc022aya.1	C8orf83
chr8	94146323	94179079	28183	uc003yft.1	LOC389676
chr8	94358694	94712661	28184	uc022ayb.1	LINC00535
chr8	94712772	94740671	28185	uc022ayd.1	FAM92A1
chr8	94743730	94753224	28186	uc003yfz.3	RBM12B
chr8	94752338	94753047	28187	uc011lgj.1	C8orf39
chr8	94767071	94830347	28188	uc011lgk.2	TMEM67
chr8	94928249	94928347	28189	uc022ayf.1	MIR378D2
chr8	94929991	94938296	28190	uc011lgn.2	PDP1
chr8	95139393	95220815	28191	uc003ygh.2	CDH17
chr8	95261484	95274547	28192	uc003ygj.3	GEM
chr8	95384187	95487343	28193	uc003ygk.3	RAD54B
chr8	95444173	95449180	28194	uc003ygm.2	RAD54B
chr8	95500004	95565746	28195	uc003ygo.2	KIAA1429
chr8	95649512	95651695	28196	uc022ayh.1	LOC100288748
chr8	95653363	95719694	28197	uc003ygq.4	ESRP1
chr8	95732102	95806076	28198	uc003ygx.2	DPY19L4
chr8	95835533	95892721	28199	uc003yhb.3	INTS8
chr8	95892452	95907482	28200	uc003yhc.3	CCNE2
chr8	95938199	95961615	28201	uc003yhg.3	TP53INP1
chr8	96037213	96070944	28202	uc003yhj.3	C8orf38
chr8	96079036	96085148	28203	uc003yhm.1	AX747981
chr8	96085141	96085221	28204	uc022ayj.1	MIR3150A
chr8	96145948	96168913	28205	uc003yhn.2	PLEKHF2
chr8	96257140	96281462	28206	uc003yho.2	C8orf37
chr8	96281063	96822371	28207	uc022ayl.1	LOC100616530
chr8	96281884	96281966	28208	uc022ayv.1	TRNA_Ser
chr8	96959212	96960576	28209	uc022ayw.1	LOC100500773
chr8	97154557	97173020	28210	uc003yhp.3	GDF6
chr8	97238903	97247862	28211	uc022ayx.1	UQCRB
chr8	97251644	97273796	28212	uc003yhs.1	MTERFD1
chr8	97274166	97346774	28213	uc003yht.1	PTDSS1
chr8	97505881	97624037	28214	uc003yhv.1	SDC2
chr8	97657498	98155722	28215	uc003yhw.3	PGCP
chr8	98285713	98290176	28216	uc003yhy.3	TSPYL5
chr8	98656406	98742488	28217	uc003yhz.3	MTDH
chr8	98787808	98864830	28218	uc003yia.3	LAPTM4B
chr8	98869441	98869534	28219	uc022ayy.1	Mir_684
chr8	98881310	99048946	28220	uc003yic.3	MATN2
chr8	99053937	99057818	28221	uc003yif.3	RPL30
chr8	99054313	99054445	28222	uc003yig.1	SNORA72
chr8	99076749	99105838	28223	uc003yih.1	C8orf47
chr8	99114566	99129418	28224	uc003yii.1	HRSP12
chr8	99129520	99172069	28225	uc011lgv.2	POP1
chr8	99153461	99153530	28226	uc022aza.1	TRNA_Und
chr8	99204386	99306621	28227	uc003yil.1	NIPAL2
chr8	99439249	99443023	28228	uc003yin.3	KCNS2
chr8	99466860	99837909	28229	uc003yip.3	STK3
chr8	99933460	99933778	28230	uc022azc.1	7SK
chr8	99956630	99964326	28231	uc003yir.3	OSR2
chr8	100025493	100889808	28232	uc003yiw.3	VPS13B
chr8	100548863	100548958	28233	uc022azd.1	MIR599
chr8	100549013	100549089	28234	uc022aze.1	MIR875
chr8	100890222	100906242	28235	uc003yiy.2	COX6C
chr8	100973275	101118344	28236	uc003yjb.1	RGS22
chr8	101016810	101016877	28237	uc022azg.1	SNORD77
chr8	101145587	101158099	28238	uc003yjd.3	FBXO43
chr8	101162838	101166230	28239	uc003yjf.3	POLR2K
chr8	101170262	101254132	28240	uc003yjh.2	SPAG1
chr8	101269287	101315487	28241	uc003yjj.1	RNF19A
chr8	101394990	101395073	28242	uc022azi.1	MIR4471
chr8	101532999	101572012	28243	uc003yjo.1	ANKRD46
chr8	101585111	101661893	28244	uc003yjr.3	SNX31
chr8	101715143	101734315	28245	uc003yjs.1	PABPC1
chr8	101930803	101965221	28246	uc010mbr.2	YWHAZ
chr8	101946567	101949291	28247	uc003yjz.1	AX746867
chr8	102064281	102088479	28248	uc022azj.1	FLJ42969
chr8	102150186	102150541	28249	uc022azk.1	7SK
chr8	102209265	102217960	28250	uc003ykb.3	ZNF706
chr8	102381120	102381823	28251	uc003ykc.1	NACAP1
chr8	102504667	102681952	28252	uc010mbu.3	GRHL2
chr8	102698769	103136562	28253	uc003ykk.3	NCALD
chr8	103216728	103251059	28254	uc022azl.1	RRM2B
chr8	103255836	103265561	28255	uc003ykp.1	AK095151
chr8	103264501	103424917	28256	uc003ykr.2	UBR5
chr8	103563847	103573245	28257	uc003ykt.2	ODF1
chr8	103661004	103667983	28258	uc011lhk.1	KLF10
chr8	103819049	103822199	28259	uc003ykw.2	AK127183
chr8	103838535	103876397	28260	uc003yky.3	AZIN1
chr8	104033247	104085285	28261	uc003ykz.4	ATP6V1C1
chr8	104133259	104147519	28262	uc003ylb.1	AK001351
chr8	104145190	104153570	28263	uc011lhm.2	C8orf56
chr8	104152920	104242533	28264	uc003yld.3	BAALC
chr8	104166841	104166917	28265	uc022azm.1	MIR3151
chr8	104177736	104298135	28266	uc003ylf.2	LOC100499183
chr8	104310660	104345094	28267	uc003ylh.3	FZD6
chr8	104383785	104395217	28268	uc003ylk.3	CTHRC1
chr8	104410865	104427468	28269	uc003yll.3	SLC25A32
chr8	104426941	104455680	28270	uc003yln.3	DCAF13
chr8	104476927	104481213	28271	uc010mce.2	BX641143
chr8	104512975	105266656	28272	uc003ylp.3	RIMS2
chr8	105352053	105368916	28273	uc003ylx.1	TM7SF4
chr8	105391651	105479277	28274	uc003yly.4	DPYS
chr8	105496599	105496683	28275	uc022azn.1	Mir_548
chr8	105501458	105601252	28276	uc003yma.3	LRP12
chr8	105677698	105677818	28277	uc022azo.1	Mir_584
chr8	106331146	106816767	28278	uc003ymd.3	ZFPM2
chr8	107460151	107764921	28279	uc011lht.2	OXR1
chr8	107771710	107782472	28280	uc003ymm.4	ABRA
chr8	108261709	108510254	28281	uc003ymn.3	ANGPT1
chr8	108266634	108266718	28282	uc022azq.1	Mir_548
chr8	108911543	109095913	28283	uc003yms.3	RSPO2
chr8	109213971	109260959	28284	uc003ymu.3	EIF3E
chr8	109455852	109499136	28285	uc003ymw.1	TTC35
chr8	109795345	109799770	28286	uc003ymy.1	TMEM74
chr8	109859377	109859461	28287	uc022azs.1	Mir_548
chr8	110099652	110131812	28288	uc003ymz.4	TRHR
chr8	110253147	110346350	28289	uc003ynb.4	NUDCD1
chr8	110346551	110358189	28290	uc003ynd.3	ENY2
chr8	110374705	110543500	28291	uc003yne.3	PKHD1L1
chr8	110551928	110577391	28292	uc003ynf.3	EBAG9
chr8	110586404	110657051	28293	uc003ynj.4	SYBU
chr8	110608471	110608543	28294	uc022azw.1	SNORD112
chr8	110656343	110660313	28295	uc003ynq.1	AX748380
chr8	110886141	110886247	28296	uc022azx.1	U2
chr8	110979232	110987421	28297	uc003ynr.4	KCNV1
chr8	113235158	114449242	28298	uc003ynu.3	CSMD3
chr8	113655721	113655812	28299	uc022azy.1	MIR2053
chr8	116420723	116681228	28300	uc003yny.3	TRPS1
chr8	117657054	117768062	28301	uc003yoa.3	EIF3H
chr8	117778741	117786921	28302	uc003yoc.3	UTP23
chr8	117858172	117887105	28303	uc003yod.3	RAD21
chr8	117886662	117889107	28304	uc003yoe.3	RAD21-AS1
chr8	117947898	117950697	28305	uc022baa.1	AL832163
chr8	117950463	117956239	28306	uc003yof.3	C8orf85
chr8	118147336	118188953	28307	uc003yoh.3	SLC30A8
chr8	118176206	118176494	28308	uc022bac.1	Metazoa_SRP
chr8	118325766	118325900	28309	uc022bad.1	SNORA31
chr8	118532964	118552501	28310	uc003yoj.3	MED30
chr8	118811601	119124058	28311	uc003yok.1	EXT1
chr8	119097732	119100498	28312	uc003yol.3	AK025288
chr8	119390226	119634184	28313	uc003yom.2	SAMD12
chr8	119633239	119738306	28314	uc022bae.1	SAMD12-AS1
chr8	119935795	119964383	28315	uc003yon.4	TNFRSF11B
chr8	120079423	120119202	28316	uc003yoo.3	COLEC10
chr8	120220609	120257914	28317	uc003yop.3	MAL2
chr8	120428551	120436678	28318	uc003yoq.2	NOV
chr8	120569316	120651106	28319	uc003yos.2	ENPP2
chr8	120743013	120845074	28320	uc003you.3	TAF2
chr8	120846180	120868170	28321	uc003yov.3	DSCC1
chr8	120885899	121063157	28322	uc003yow.4	DEPTOR
chr8	121137351	121384273	28323	uc003yox.3	COL14A1
chr8	121408082	121457647	28324	uc003ypa.3	MRPL13
chr8	121457665	121535875	28325	uc003ypc.1	MTBP
chr8	121547984	121824309	28326	uc010mdg.3	SNTB1
chr8	121773492	121789072	28327	uc003ypf.1	AK057448
chr8	122625270	122653630	28328	uc003yph.2	HAS2
chr8	122651585	122657564	28329	uc022baf.1	HAS2-AS1
chr8	122966844	123139423	28330	uc003ypj.3	BC052578
chr8	123793900	123986755	28331	uc003ypk.1	ZHX2
chr8	124025567	124054648	28332	uc003ypl.2	DERL1
chr8	124084919	124164392	28333	uc003ypp.2	WDR67
chr8	124169469	124169542	28334	uc022bah.1	TRNA_Met
chr8	124194265	124221207	28335	uc003ypx.3	FAM83A
chr8	124192549	124192765	28336	uc022bai.1	U3
chr8	124213411	124214983	28337	uc003yqa.1	LOC100131726
chr8	124228027	124228103	28338	uc022baj.1	MIR4663
chr8	124232195	124253638	28339	uc003yqc.2	C8orf76
chr8	124260689	124286727	28340	uc003yqe.3	ZHX1
chr8	124270724	124270797	28341	uc022bal.1	TRNA_Pseudo
chr8	124275082	124275189	28342	uc022bam.1	U6
chr8	124332090	124408705	28343	uc003yqh.4	ATAD2
chr8	124360276	124360360	28344	uc022ban.1	Mir_548
chr8	124412917	124412958	28345	uc003yqk.3	DQ573774
chr8	124414122	124414161	28346	uc003yql.3	DQ594696
chr8	124414224	124414255	28347	uc003yqm.1	DQ599993
chr8	124414756	124414789	28348	uc022bao.1	DQ587954
chr8	124428964	124454260	28349	uc003yqn.1	WDYHV1
chr8	124510126	124553493	28350	uc003yqr.3	FBXO32
chr8	124600998	124601286	28351	uc022bap.1	7SK
chr8	124657914	124665190	28352	uc003yqs.1	KLHL38
chr8	124693033	124749647	28353	uc003yqt.3	ANXA13
chr8	124780881	124827690	28354	uc003yqv.3	FAM91A1
chr8	124864226	125132302	28355	uc003yqw.3	FER1L6
chr8	124996377	125053023	28356	uc003yqx.1	FER1L6-AS1
chr8	125058313	125183763	28357	uc003yqy.1	AK057332
chr8	125323158	125384940	28358	uc010mdl.3	TMEM65
chr8	125463047	125465266	28359	uc003yra.4	TRMT12
chr8	125474737	125486804	28360	uc003yrb.3	CR933665
chr8	125487007	125500859	28361	uc003yrc.3	RNF139
chr8	125500734	125551329	28362	uc003yrd.2	TATDN1
chr8	125551342	125562227	28363	uc003yrg.4	NDUFB9
chr8	125563027	125740730	28364	uc003yrk.2	MTSS1
chr8	125928360	125928395	28365	uc003yrm.2	DQ589437
chr8	125934286	125934355	28366	uc003yrn.1	DQ572100
chr8	125937529	125937561	28367	uc022baq.1	DQ585837
chr8	125940247	125940290	28368	uc022bar.1	DQ601943
chr8	125940395	125940430	28369	uc022bas.1	DQ589253
chr8	125944825	125944854	28370	uc022bat.1	DQ570460
chr8	125949163	125949190	28371	uc022bau.1	DQ581357
chr8	125951615	125951646	28372	uc022bav.1	DQ583712
chr8	125954249	125963337	28373	uc003yrp.2	LOC157381
chr8	125953392	125953948	28374	uc022baw.1	DQ580489
chr8	125985538	125991630	28375	uc003yrr.3	ZNF572
chr8	126010719	126034525	28376	uc011liq.2	SQLE
chr8	126036502	126104061	28377	uc003yrt.3	KIAA0196
chr8	126104082	126379367	28378	uc003yrw.2	NSMCE2
chr8	126282845	126283145	28379	uc022bax.1	Metazoa_SRP
chr8	126442562	126450644	28380	uc003yrx.3	TRIB1
chr8	126569337	126569441	28381	uc022baz.1	Mir_544
chr8	126913194	126913298	28382	uc022bba.1	U6
chr8	126953375	126963441	28383	uc003yry.3	LOC100130231
chr8	127564682	127570711	28384	uc003yrz.2	FAM84B
chr8	128025398	128033259	28385	uc022bbd.1	PCAT1
chr8	128219628	128231333	28386	uc003ysa.2	CCAT1
chr8	128240803	128241377	28387	uc003ysb.3	BC106081
chr8	128302061	128494384	28388	uc003yse.1	LOC727677
chr8	128427856	128429441	28389	uc003ysf.3	POU5F1B
chr8	128428232	128428613	28390	uc011liu.1	POU5F1P1
chr8	128698587	128746210	28391	uc003ysg.3	BC042052
chr8	128748314	128753680	28392	uc003ysi.3	MYC
chr8	128806778	129113499	28393	uc010mdq.3	PVT1
chr8	128958804	128960969	28394	uc003ysm.1	TMEM75
chr8	128972878	128972941	28395	uc022bbg.1	MIR1205
chr8	129021143	129021202	28396	uc022bbh.1	MIR1206
chr8	129022627	129022857	28397	uc022bbi.1	U4
chr8	129061397	129061484	28398	uc022bbj.1	MIR1207
chr8	129162361	129162434	28399	uc022bbk.1	MIR1208
chr8	129417515	129440162	28400	uc003ysn.2	BC009730
chr8	129571389	129573380	28401	uc003yso.1	BC014119
chr8	130228712	130253486	28402	uc003ysp.2	LOC728724
chr8	130303228	130303521	28403	uc022bbl.1	7SK
chr8	130363939	130365228	28404	uc003ysq.2	CCDC26
chr8	130760441	130799134	28405	uc003ysr.3	GSDMC
chr8	130853715	130952000	28406	uc003yss.3	FAM49B
chr8	130880835	130880962	28407	uc022bbm.1	SNORA25
chr8	131064350	131455906	28408	uc003yta.2	ASAP1
chr8	131094983	131097014	28409	uc022bbn.1	LOC100507117
chr8	131307600	131308779	28410	uc003ytc.1	ASAP1-IT1
chr8	131792546	132052835	28411	uc003ytd.4	ADCY8
chr8	132872694	132872961	28412	uc022bbo.1	7SK
chr8	132916355	133025886	28413	uc003yte.3	EFR3A
chr8	133036466	133071627	28414	uc011lix.1	OC90
chr8	133073732	133117512	28415	uc011liy.1	HHLA1
chr8	133133104	133493004	28416	uc003ytj.3	KCNQ3
chr8	133572744	133573726	28417	uc011liz.1	HPYR1
chr8	133584446	133687813	28418	uc003ytk.3	LRRC6
chr8	133722191	133772914	28419	uc003ytn.3	TMEM71
chr8	133787603	133861052	28420	uc003ytt.3	PHF20L1
chr8	133879204	134147143	28421	uc003ytw.3	TG
chr8	134048972	134072603	28422	uc011ljd.2	SLA
chr8	134203281	134243932	28423	uc003yub.3	WISP1
chr8	134249413	134309547	28424	uc003yug.2	NDRG1
chr8	134467090	134584183	28425	uc003yuk.2	ST3GAL1
chr8	135490030	135725292	28426	uc003yup.3	ZFAT
chr8	135610313	135612932	28427	uc003yus.1	ZFAT-AS1
chr8	135812762	135812850	28428	uc011ljk.2	MIR30B
chr8	135817118	135817188	28429	uc011ljl.1	MIR30D
chr8	135847791	135847885	28430	uc022bbq.1	Mir_652
chr8	136194334	136194430	28431	uc022bbr.1	Mir_652
chr8	136246373	136308995	28432	uc011ljn.2	LOC286094
chr8	136469715	136659848	28433	uc003yuv.3	KHDRBS3
chr8	136754585	136754738	28434	uc022bbt.1	U1
chr8	139095170	139095282	28435	uc022bbu.1	Mir_720
chr8	139142265	139509065	28436	uc003yuy.3	FAM135B
chr8	139600477	139926236	28437	uc003yvd.3	COL22A1
chr8	140623579	140715299	28438	uc003yvf.1	KCNK9
chr8	140742585	141468678	28439	uc003yvh.2	TRAPPC9
chr8	141111256	141113775	28440	uc003yvk.1	AX748239
chr8	141521396	141527252	28441	uc003yvl.3	CHRAC1
chr8	141531042	141535875	28442	uc003yvm.3	DQ574852
chr8	141541263	141645646	28443	uc003yvn.3	EIF2C2
chr8	141668480	142011412	28444	uc003yvt.3	PTK2
chr8	141742676	141742753	28445	uc022bbw.1	Mir_28
chr8	142138719	142205900	28446	uc003yvy.3	DENND3
chr8	142220869	142238673	28447	uc003ywd.1	SLC45A4
chr8	142350647	142354720	28448	uc003ywe.3	LOC731779
chr8	142366586	142377365	28449	uc003ywf.3	GPR20
chr8	142432006	142441620	28450	uc003ywg.1	PTP4A3
chr8	142443928	142517330	28451	uc003ywi.2	FLJ43860
chr8	143257699	143257779	28452	uc022bbz.1	MIR4472-1
chr8	143279716	143290364	28453	uc011ljt.2	LINC00051
chr8	143293440	143484543	28454	uc003ywk.3	TSNARE1
chr8	143545376	143626368	28455	uc003ywm.3	BAI1
chr8	143692409	143695833	28456	uc003ywn.1	ARC
chr8	143738873	143751401	28457	uc003ywo.3	JRK
chr8	143751725	143764145	28458	uc022bcd.1	PSCA
chr8	143760854	143763384	28459	uc022bce.1	AX747544
chr8	143761873	143764145	28460	uc003ywu.3	PSCA
chr8	143781528	143785584	28461	uc011ljv.2	LY6K
chr8	143783669	143808391	28462	uc022bcf.1	LOC100288181
chr8	143808620	143818350	28463	uc003yww.1	C8orf55
chr8	143822361	143823829	28464	uc003ywy.3	SLURP1
chr8	143831627	143833952	28465	uc003ywz.3	LYPD2
chr8	143845755	143851246	28466	uc003yxa.3	LYNX1
chr8	143866297	143868008	28467	uc003yxf.1	LY6D
chr8	143916216	143928262	28468	uc003yxg.3	GML
chr8	143953772	143961236	28469	uc003yxi.3	CYP11B1
chr8	143991974	143999259	28470	uc003yxk.1	CYP11B2
chr8	144063447	144099807	28471	uc011ljz.1	LOC100133669
chr8	144099901	144103827	28472	uc003yxm.2	LY6E
chr8	144120678	144135720	28473	uc003yxp.1	C8orf31
chr8	144239330	144241755	28474	uc011lkb.2	LY6H
chr8	144295067	144299044	28475	uc003yxu.2	GPIHBP1
chr8	144329108	144344875	28476	uc003yxw.3	ZFP41
chr8	144349606	144359101	28477	uc003yxx.3	GLI4
chr8	144373558	144382120	28478	uc003yxy.4	ZNF696
chr8	144391527	144417050	28479	uc003yxz.3	TOP1MT
chr8	144448792	144450805	28480	uc011lkg.2	C8orf51
chr8	144451024	144466390	28481	uc003yyb.3	RHPN1
chr8	144510229	144512602	28482	uc003yyc.2	MAFA
chr8	144519824	144623620	28483	uc003yyd.2	ZC3H3
chr8	144640476	144645231	28484	uc003yyg.3	GSDMD
chr8	144648362	144654928	28485	uc010mff.3	C8orf73
chr8	144656954	144660513	28486	uc003yym.4	NAPRT1
chr8	144661866	144679845	28487	uc003yyt.3	EEF1D
chr8	144674958	144675116	28488	uc003yyw.1	BC034020
chr8	144680073	144682485	28489	uc003yyx.2	TIGD5
chr8	144686082	144691784	28490	uc003yyy.3	PYCRL
chr8	144694787	144699732	28491	uc003yzb.2	TSTA3
chr8	144731953	144735900	28492	uc003yzd.2	ZNF623
chr8	144766621	144777555	28493	uc010mfi.3	ZNF707
chr8	144779284	144780583	28494	uc010mfj.2	BREA2
chr8	144788863	144790279	28495	uc011lkr.2	CCDC166
chr8	144798506	144804633	28496	uc003yzj.3	MAPK15
chr8	144806102	144815914	28497	uc003yzk.3	FAM83H
chr8	144815252	144815323	28498	uc022bci.1	MIR4664
chr8	144816309	144828507	28499	uc003yzl.1	LOC100128338
chr8	144824176	144828506	28500	uc022bcj.1	AX746851
chr8	144873089	144897549	28501	uc003yzo.1	SCRIB
chr8	144895126	144895212	28502	uc022bck.1	MIR937
chr8	144898546	144911537	28503	uc003yzs.3	PUF60
chr8	144915754	144923146	28504	uc011lkt.2	NRBP2
chr8	144939911	144947434	28505	uc003zaa.1	EPPK1
chr8	144989320	145025044	28506	uc003zaf.1	PLEC
chr8	145019358	145019447	28507	uc022bcl.1	MIR661
chr8	145051319	145060635	28508	uc003zal.4	PARP10
chr8	145058711	145060635	28509	uc010mfo.1	PARP10
chr8	145064225	145067583	28510	uc003zao.1	GRINA
chr8	145086581	145102015	28511	uc011lkw.2	SPATC1
chr8	145106166	145115584	28512	uc003zar.3	OPLAH
chr8	145133521	145135551	28513	uc003zau.3	EXOSC4
chr8	145137523	145141119	28514	uc003zax.3	GPAA1
chr8	145149959	145152428	28515	uc003zaz.4	CYC1
chr8	145153535	145159140	28516	uc003zba.3	SHARPIN
chr8	145159304	145162515	28517	uc003zbc.1	MAF1
chr8	145164237	145166389	28518	uc011lky.1	KIAA1875
chr8	145167371	145173218	28519	uc011lkz.1	KIAA1875
chr8	145192671	145195620	28520	uc010mfs.3	FAM203A
chr8	145202918	145316843	28521	uc003zbk.4	HEATR7A
chr8	145317005	145331180	28522	uc003zbm.3	BOP1
chr8	145321516	145323045	28523	uc003zbn.2	SCXB
chr8	145437879	145440828	28524	uc010mfu.3	FAM203A
chr8	145474167	145485887	28525	uc022bcm.1	HEATR7A
chr8	145486055	145515120	28526	uc003zbr.1	BOP1
chr8	145490602	145492131	28527	uc003zbs.2	SCXB
chr8	145515269	145538385	28528	uc003zbt.4	HSF1
chr8	145538246	145550567	28529	uc003zbv.3	DGAT1
chr8	145554453	145559943	28530	uc003zbw.1	SCRT1
chr8	145576885	145578574	28531	uc011llb.2	C8ORFK29
chr8	145579087	145582183	28532	uc003zcb.3	FBXL6
chr8	145582275	145584948	28533	uc003zcd.2	GPR172A
chr8	145597730	145618453	28534	uc003zch.3	ADCK5
chr8	145618445	145634733	28535	uc003zcj.3	CPSF1
chr8	145619363	145619445	28536	uc022bcn.1	MIR939
chr8	145637797	145642273	28537	uc003zcq.3	SLC39A4
chr8	145648999	145653927	28538	uc003zcs.1	VPS28
chr8	145654162	145669812	28539	uc011llg.2	TONSL
chr8	145660550	145665276	28540	uc011llh.1	AK298596
chr8	145675314	145690479	28541	uc003zcv.2	CYHR1
chr8	145691737	145699499	28542	uc003zcz.3	KIFC2
chr8	145699114	145701718	28543	uc003zdc.3	FOXH1
chr8	145721843	145727504	28544	uc003zdf.3	PPP1R16A
chr8	145721000	145724363	28545	uc003zde.1	AK094577
chr8	145729464	145732555	28546	uc003zdh.4	GPT
chr8	145734551	145736589	28547	uc003zdi.1	MFSD3
chr8	145736666	145743210	28548	uc003zdj.3	RECQL4
chr8	145743362	145750559	28549	uc003zdk.2	LRRC14
chr8	145743870	145743906	28550	uc022bcp.1	DQ579335
chr8	145747760	145752416	28551	uc003zdm.3	LRRC24
chr8	145751602	145754458	28552	uc003zdp.1	C8orf82
chr8	145754562	145838888	28553	uc003zds.1	ARHGAP39
chr8	145932591	145932618	28554	uc022bcq.1	DQ588968
chr8	145946293	145980970	28555	uc003zdv.4	ZNF251
chr8	145998500	146012725	28556	uc003zdy.4	ZNF34
chr8	146015153	146017805	28557	uc003zec.3	RPL8
chr8	146024260	146034529	28558	uc003zed.1	ZNF517
chr8	146052902	146068606	28559	uc003zeg.4	ZNF7
chr8	146075550	146078451	28560	uc003zem.3	COMMD5
chr8	146102335	146126846	28561	uc003zeq.4	ZNF250
chr8	146155743	146176274	28562	uc003zeu.3	ZNF16
chr8	146198974	146228285	28563	uc011llo.2	ZNF252
chr8	146220250	146224283	28564	uc003zey.3	TMED10P1
chr8	146228196	146231432	28565	uc003zfb.4	C8orf77
chr8	146277823	146281416	28566	uc003zfc.4	C8orf33
chr9	11986	14525	28567	uc011llp.1	DDX11L5
chr9	14510	29739	28568	uc010mgm.1	WASH1
chr9	34393	35864	28569	uc003zfv.3	FAM138C
chr9	72697	75294	28570	uc003zfx.3	AY343892
chr9	100993	102941	28571	uc003zfy.3	AY343902
chr9	116233	118417	28572	uc003zfz.3	FOXD4
chr9	121037	179075	28573	uc003zga.4	CBWD1
chr9	213107	215893	28574	uc003zge.4	C9orf66
chr9	214864	465259	28575	uc003zgf.2	DOCK8
chr9	504702	746103	28576	uc003zgn.1	KANK1
chr9	841689	969090	28577	uc003zgv.3	DMRT1
chr9	976963	991732	28578	uc003zgw.1	DMRT3
chr9	1001857	1001963	28579	uc022bcv.1	U6
chr9	1050619	1057554	28580	uc003zha.3	DMRT2
chr9	2015341	2193623	28581	uc003zhc.3	SMARCA2
chr9	2422701	2622373	28582	uc003zhi.2	FLJ35024
chr9	2422701	2621413	28583	uc003zhh.1	FLJ35024
chr9	2621792	2654485	28584	uc003zhk.1	VLDLR
chr9	2717525	2730037	28585	uc003zho.2	KCNV2
chr9	2804154	2844130	28586	uc003zhp.1	KIAA0020
chr9	2924322	2924406	28587	uc022bcx.1	Mir_548
chr9	3224646	3525983	28588	uc003zhr.3	RFX3
chr9	3479873	3481238	28589	uc003zhu.3	BC069756
chr9	3824127	4300035	28590	uc003zhx.1	GLIS3
chr9	3898645	3901248	28591	uc003zia.3	GLIS3-AS1
