#hg18.knownGene.name	hg18.knownGene.chrom	hg18.knownGene.strand	hg18.knownGene.txStart	hg18.knownGene.txEnd	hg18.kgXref.geneSymbol
uc009yrb.1	chr11	+	65802271	65808259	CNIH2
uc001ohj.1	chr11	-	65808626	65811735	YIF1A
uc001ohk.2	chr11	-	65808626	65813214	YIF1A
uc009yrc.1	chr11	-	65811258	65813214	YIF1A
uc001ohl.1	chr11	+	65815916	65820711	TMEM151A
uc001ohm.1	chr11	-	65838533	65841091	CD248
uc009yrd.1	chr11	-	65856117	65860205	RIN1
uc001ohn.1	chr11	-	65856117	65860576	RIN1
uc009yre.1	chr11	-	65862184	65864917	BRMS1
uc001ohp.1	chr11	-	65861379	65869158	BRMS1
uc001oho.1	chr11	-	65861379	65869158	BRMS1
uc001ohr.1	chr11	-	65869418	65871737	B3GNT1
uc001ohs.1	chr11	-	65886567	65893588	SLC29A2
uc001ohw.1	chr11	+	65892322	65894905	AX747485
uc009yrf.1	chr11	-	65886567	65895693	SLC29A2
uc001oht.1	chr11	-	65886567	65895867	SLC29A2
uc001ohu.1	chr11	-	65886567	65896221	SLC29A2
uc001ohv.1	chr11	-	65886567	65896221	ent2
uc001ohx.1	chr11	+	65945050	65950753	NPAS4
uc001ohy.2	chr11	-	65959125	65962886	MRPL11
uc001ohz.2	chr11	-	65959125	65962886	MRPL11
uc001oia.2	chr11	-	65959125	65962886	MRPL11
uc001oib.2	chr11	+	65990911	65998698	PELI3
uc001oic.2	chr11	+	65990911	66001384	PELI3
uc001oid.2	chr11	+	65990911	66001384	PELI3
uc001oie.2	chr11	+	65990911	66001384	PELI3
uc001oih.1	chr11	+	66021344	66033696	DPP3
uc001oig.1	chr11	+	66004455	66033706	DPP3
uc001oif.1	chr11	+	66004455	66033706	DPP3
uc001oii.1	chr11	+	66033125	66057660	BBS1
uc001oij.1	chr11	+	66034694	66057660	BBS1
uc001oik.1	chr11	+	66034694	66057660	BBS1
uc001oil.1	chr11	+	66034694	66057660	BBS1
uc001oim.1	chr11	-	66044683	66070247	ZDHHC24
uc009yrg.1	chr11	-	66044683	66070247	ZDHHC24
uc001oin.1	chr11	-	66063310	66070247	ZDHHC24
uc001oio.1	chr11	+	66070966	66087373	ACTN3
uc001oip.1	chr11	-	66087510	66092623	CTSF
uc001oiq.2	chr11	-	66114215	66117130	CCDC87
uc001oir.1	chr11	+	66117265	66130066	CCS
uc001ois.1	chr11	+	66124481	66130066	CCS
uc009yrh.1	chr11	+	66140672	66151389	RBM14
uc001oit.1	chr11	+	66140672	66151389	RBM14
uc009yri.1	chr11	+	66140672	66151389	RBM14
uc001oiu.2	chr11	+	66150361	66153961	RBM14
uc001oiv.2	chr11	+	66162713	66165238	RBM4
uc009yrj.1	chr11	+	66140672	66168679	RBM4
uc009yrk.1	chr11	+	66140672	66170516	RBM14/RBM4 fusion
uc001oiw.1	chr11	+	66162713	66170516	RBM4
uc001oix.1	chr11	+	66162713	66170516	RBM4
uc001oiy.1	chr11	+	66162765	66170516	RBM4
uc001oiz.1	chr11	+	66162981	66170516	RBM4
uc001oja.1	chr11	-	66189045	66201795	RBM4B
uc001ojb.1	chr11	-	66189045	66201851	RBM4B
uc001ojc.1	chr11	-	66209298	66212126	KIAA0302
uc001ojd.1	chr11	-	66209298	66245446	SPTBN2
uc001oje.1	chr11	-	66252794	66252894	SPTBN2
uc001ojf.2	chr11	+	66268782	66367563	C11orf80
uc001ojg.2	chr11	+	66268782	66367563	C11orf80
uc001ojh.2	chr11	+	66268782	66367563	C11orf80
uc001oji.2	chr11	+	66283089	66367563	C11orf80
uc001ojj.2	chr11	+	66337902	66367563	C11orf80
uc001ojk.1	chr11	+	66367458	66370579	RCE1
uc001ojl.1	chr11	+	66367458	66370579	RCE1
uc001ojm.1	chr11	-	66372572	66373934	PC
uc001ojq.1	chr11	+	66381164	66382933	LRFN4
uc001ojs.2	chr11	+	66381571	66384521	LRFN4
uc001ojr.1	chr11	+	66381548	66384522	LRFN4
uc001ojn.1	chr11	-	66372572	66431916	PC
uc001ojo.1	chr11	-	66372572	66482423	PC
uc001ojp.1	chr11	-	66372572	66482423	PC
uc001ojt.2	chr11	+	66499323	66501046	AK026328
uc009yrl.1	chr11	+	66546765	66574906	SYT12
uc001oju.1	chr11	+	66547466	66574906	SYT12
uc001ojv.1	chr11	+	66580896	66596060	RHOD
uc001ojz.1	chr11	+	66769235	66779622	KIAA1004
uc001ojw.1	chr11	+	66644073	66781717	FBXL11
uc001ojx.1	chr11	+	66644073	66781717	KIAA1004
uc001ojy.1	chr11	+	66731556	66781717	FBXL11
uc001oka.1	chr11	+	66776384	66781717	KIAA1004
uc009yrm.1	chr11	+	66790480	66810583	ADRBK1
uc009yrn.1	chr11	+	66790480	66810605	ADRBK1
uc001okf.1	chr11	+	66820674	66822103	AK057681
uc001okc.1	chr11	+	66813394	66826530	ANKRD13D
uc001okd.1	chr11	+	66813394	66826530	ANKRD13D
uc001oke.1	chr11	+	66813394	66826530	ANKRD13D
uc001okg.1	chr11	+	66822118	66826530	ANKRD13D
uc001okh.1	chr11	+	66822119	66826530	ANKRD13D
uc001oki.1	chr11	+	66824822	66826530	ANKRD13D
uc001okj.1	chr11	+	66827576	66836647	SSH3
uc001okk.1	chr11	+	66827576	66836647	hSSH-3
uc001okl.1	chr11	+	66827576	66836647	SSH3
uc001okm.1	chr11	-	66875594	66877593	POLD4
uc001okp.1	chr11	-	66875599	66877593	POLDS
uc001okn.1	chr11	-	66875594	66877608	POLDS
uc001oko.1	chr11	-	66875594	66877626	POLDS
uc001okq.1	chr11	-	66888214	66897782	CLCF1
uc001okr.1	chr11	+	66915998	66922459	RAD9A
uc001oks.1	chr11	+	66919716	66922459	RAD9A
uc009yro.1	chr11	-	66922227	66925624	PPP1CA
uc001okt.1	chr11	-	66922227	66925651	PPP1CA
uc001oku.1	chr11	-	66922227	66925952	PPP1CA
uc001okv.1	chr11	-	66922227	66925952	PPP1CA
uc001okw.1	chr11	-	66922227	66925952	PPP1CA
uc001oky.2	chr11	-	66922261	66925952	PPP1CA
uc001okz.1	chr11	+	66927961	66934136	FLJ00332
uc001ola.1	chr11	+	66927987	66934136	TBC1D10C
uc001olb.1	chr11	+	66928175	66934136	FLJ00332
uc001okx.1	chr11	-	66922227	66945230	PPP1CA
uc009yrp.1	chr11	+	66939724	66949654	ATPGD1
uc001olc.2	chr11	+	66940242	66949654	ATPGD1
uc001old.1	chr11	+	66952510	66959455	RPS6KB2
uc001olf.1	chr11	+	66952510	66959455	p70 S6Kb
uc001olg.1	chr11	+	66952510	66959455	p70 S6Kb
uc009yrq.1	chr11	+	66952510	66959455	p70 S6Kb
uc001ole.1	chr11	+	66952510	66959455	p70 S6Kb
uc001olh.1	chr11	+	66952510	66959455	p70 S6Kb
uc009yrr.1	chr11	+	66953573	66959455	p70 S6Kb
uc001oli.1	chr11	-	66959556	66961729	PTPRCAP
uc001olj.1	chr11	-	66962093	66966711	CORO1B
uc009yrs.1	chr11	-	66962093	66967512	CORO1B
uc001olk.1	chr11	-	66962093	66967559	CORO1B
uc009yrt.1	chr11	-	66962093	66967559	CORO1B
uc009yru.1	chr11	-	66962093	66967559	DKFZp762I166
uc009yrv.1	chr11	-	66965282	66967559	CORO1B
uc001oll.1	chr11	-	66962093	66967839	CORO1B
uc001olm.1	chr11	-	66975347	66976776	GPR152
uc009yrw.1	chr11	+	66976461	66977357	CABP4
uc001oln.1	chr11	+	66976461	66983263	CABP4
uc001olo.1	chr11	+	66979393	66983263	CABP4
uc001olp.1	chr11	-	66988394	66993307	TMEM134
uc001olq.1	chr11	-	66988394	66993307	TMEM134
uc001olr.1	chr11	-	66988394	66993307	TMEM134
uc001ols.1	chr11	-	66988394	66993307	TMEM134
uc001olt.1	chr11	-	66988412	66993307	TMEM134
uc009yrx.1	chr11	-	66989955	66993307	TMEM134
uc001olu.2	chr11	-	66989955	66993307	TMEM134
uc001olv.1	chr11	+	67007096	67015150	AIP
uc001olw.1	chr11	-	67015814	67022684	PITPNM1
uc001olx.1	chr11	-	67015814	67028416	PITPNM1
uc001oly.1	chr11	-	67015814	67029412	PITPNM1
uc001olz.1	chr11	-	67015814	67029412	PITPNM1
uc009yry.1	chr11	-	67030543	67032205	DOC-1R
uc001oma.1	chr11	-	67030543	67032678	CDK2AP2
uc001omb.1	chr11	-	67030543	67032691	DOC-1R
uc001omc.1	chr11	-	67042993	67047475	CABP2
uc001omd.1	chr11	-	67042993	67047475	CABP2
uc001ome.1	chr11	-	67042993	67047475	CABP2
uc001omf.1	chr11	+	67107861	67110699	GSTP1
uc001omg.1	chr11	+	67108170	67110699	GSTP1
uc001omi.1	chr11	-	67128099	67130058	C11orf72
uc009yrz.1	chr11	+	67132598	67136025	NDUFV1
uc001omj.2	chr11	+	67130898	67136588	NDUFV1
uc001omk.2	chr11	+	67130986	67136588	NDUFV1
uc001oml.2	chr11	+	67130990	67136588	NDUFV1
uc001omm.1	chr11	-	67136699	67137628	AK129926
uc001omn.1	chr11	-	67151984	67153977	NUDT8
uc001omo.1	chr11	-	67151985	67153977	NUDT8
uc001omp.1	chr11	-	67155349	67163607	TBX10
uc001omq.1	chr11	-	67166601	67174706	ACY3
uc001omr.1	chr11	-	67186208	67198678	ALDH3B2
uc009ysa.1	chr11	-	67188275	67198678	ALDH3B2
uc001oms.1	chr11	-	67186208	67205261	ALDH3B2
uc001omt.2	chr11	-	67315815	67329381	BC110365
uc001omu.2	chr11	-	67315815	67329381	CR602694
uc001omv.1	chr11	+	67410542	67415392	AK091996
uc001omw.1	chr11	-	67515150	67528169	UNC93B1
uc001omy.1	chr11	+	67534365	67541924	ALDH3B1
uc001omx.1	chr11	+	67532623	67553319	ALDH3B1
uc001omz.1	chr11	+	67534365	67553319	ALDH3B1
uc001ona.1	chr11	+	67534365	67553319	ALDH3B1
uc001onb.1	chr11	+	67540166	67553319	ALDH3B1
uc001onc.2	chr11	+	67554669	67560690	NDUFS8
uc009ysb.1	chr11	+	67554669	67560690	NDUFS8
uc009ysc.1	chr11	+	67556194	67560690	NDUFS8
uc001ond.1	chr11	+	67563058	67566906	TCIRG1
uc001onf.1	chr11	+	67563834	67567696	TCIRG1
uc001one.1	chr11	+	67563058	67574942	TCIRG1
uc001ong.1	chr11	+	67566988	67574942	TCIRG1
uc001onh.1	chr11	+	67567831	67574942	TCIRG1
uc001oni.1	chr11	+	67568174	67574942	TIRC7
uc009ysd.1	chr11	+	67574004	67574942	TIRC7
uc001onl.1	chr11	-	67582792	67585112	AX747648
uc001onj.1	chr11	-	67576901	67645434	CHKA
uc001onk.1	chr11	-	67576901	67645434	CHKA
uc009yse.1	chr11	-	67680082	67714195	SUV420H1
uc001onm.1	chr11	-	67680082	67737360	SUV420H1
uc001onn.1	chr11	-	67680082	67737360	SUV420H1
uc001ono.1	chr11	-	67689761	67737360	SUV420H1
uc009ysf.1	chr11	-	67680082	67737681	SUV420H1
uc001onp.1	chr11	-	67689761	67737681	SUV420H1
uc001onq.1	chr11	-	67689788	67737681	SUV420H1
uc001ons.1	chr11	-	67785537	67792295	C11orf24
uc001onr.2	chr11	-	67785378	67796045	C11orf24
uc001ont.1	chr11	+	67836683	67973319	LRP5
uc009ysg.1	chr11	+	67836683	67973319	LRP5
uc009ysh.1	chr11	+	68029188	68139295	SAPS3
uc001onu.1	chr11	+	67984774	68139377	SAPS3
uc001onv.1	chr11	+	67984774	68139377	SAPS3
uc001ony.2	chr11	+	67984774	68139377	SAPS3
uc001onw.1	chr11	+	67984774	68139377	SAPS3
uc001onx.1	chr11	+	67984774	68139377	SAPS3
uc001onz.1	chr11	+	68100001	68139377	SAPS3
uc001ooa.1	chr11	+	68110319	68139377	SAPS3
uc001oob.1	chr11	+	68208558	68215219	GAL
uc001ooe.2	chr11	-	68271190	68274743	MTL5
uc001ooc.1	chr11	-	68231483	68275564	MTL5
uc001ood.1	chr11	-	68260175	68275564	MTL5
uc009ysi.1	chr11	-	68260175	68275564	MTL5
uc009ysj.1	chr11	-	68278960	68339531	CPT1A
uc001oof.2	chr11	-	68278663	68365975	CPT1A
uc001oog.2	chr11	-	68278926	68365975	CPT1A
uc001ooh.1	chr11	-	68415321	68427879	MRPL21
uc001ooi.1	chr11	-	68415321	68427879	MRPL21
uc001ooj.1	chr11	+	68427894	68453850	IGHMBP2
uc001oom.1	chr11	+	68456348	68461135	IGHMBP2
uc001ook.1	chr11	+	68427894	68464645	IGHMBP2
uc001ool.1	chr11	+	68453850	68464645	IGHMBP2
uc001oon.1	chr11	-	68504065	68505031	MRGPRD
uc001ooo.2	chr11	-	68528437	68537426	MRGPRF
uc001oop.2	chr11	-	68528437	68537426	MRGPRF
uc001ooq.2	chr11	+	68536474	68542489	BC039516
uc009ysk.1	chr11	+	68572925	68602837	DKFZp434M0223
uc001oor.2	chr11	+	68572925	68603891	TPCN2
uc001oos.2	chr11	+	68572925	68614648	TPCN2
uc001oou.2	chr11	-	68614059	68614983	BC064339
uc001oot.2	chr11	+	68596958	68686483	TPCN2
uc001oow.2	chr11	+	68818197	68821329	MYEOV
uc001oov.1	chr11	+	68818197	68821330	MYEOV
uc009ysl.1	chr11	+	68818197	68821330	MYEOV
uc001oox.2	chr11	+	68818197	68865630	OCIM
uc001ooy.1	chr11	+	68938255	68940781	AX746803
uc001ooz.1	chr11	+	68949638	68953570	AK094674
uc001opa.1	chr11	+	69165053	69178423	CCND1
uc001opb.1	chr11	-	69177024	69182379	AK124252
uc001opc.1	chr11	-	69189512	69199346	ORAOV1
uc009ysm.1	chr11	-	69189512	69199346	ORAOV1
uc001opd.1	chr11	-	69189512	69199346	ORAOV1
uc001ope.1	chr11	-	69195326	69199346	ORAOV1
uc001opf.1	chr11	-	69222186	69228287	FGF19
uc001opg.1	chr11	-	69296977	69299352	FGF4
uc001oph.1	chr11	-	69333916	69343129	FGF3
uc001opk.1	chr11	+	69609167	69687331	ANO1
uc001opl.1	chr11	+	69609207	69713003	ANO1
uc001opi.1	chr11	+	69602293	69713282	ANO1
uc001opj.1	chr11	+	69602293	69713282	ANO1
uc001opm.1	chr11	+	69726916	69731134	FADD
uc001opq.1	chr11	+	69850015	69880008	PPFIA1
uc001opn.1	chr11	+	69794470	69902146	PPFIA1
uc001opo.1	chr11	+	69794470	69908150	PPFIA1
uc001opp.1	chr11	+	69794470	69908150	PPFIA1
uc001opr.1	chr11	+	69885848	69908150	PPFIA1
uc001ops.1	chr11	+	69895080	69908150	PPFIA1
uc001opt.1	chr11	-	69897163	69922216	AK125463
uc001opu.2	chr11	+	69922259	69960333	CTTN
uc001opv.2	chr11	+	69922259	69960338	CTTN
uc001opw.2	chr11	+	69922259	69960338	CTTN
uc001opx.1	chr11	+	69945998	69960338	CTTN
uc001opy.1	chr11	-	69991608	70024346	KIAA1022
uc001oqd.1	chr11	+	70127055	70128609	BC131767
uc001oqe.1	chr11	+	70154846	70159243	AK097446
uc001opz.1	chr11	-	69991608	70185520	SHANK2
uc009ysn.1	chr11	+	69996571	70185520	BC127192
uc001oqb.1	chr11	-	70012765	70185520	SHANK2
uc001oqf.1	chr11	-	70191591	70350510	SHANK2
uc009yso.1	chr11	+	70386542	70388867	C11orf76
uc001oqc.1	chr11	-	70026548	70420323	SHANK2
uc001oqh.1	chr11	-	70481115	70536032	DQ152234
uc009ysp.1	chr11	+	70555629	70556030	FKSG56
uc009ysq.1	chr11	+	70556731	70556933	FKSG56
uc001oqi.1	chr11	-	70507522	70641187	AK096045
uc001oqj.1	chr11	-	70794439	70812048	AK124096
uc001oqk.1	chr11	-	70823104	70837050	DHCR7
uc001oql.1	chr11	-	70823104	70837125	DHCR7
uc001oqm.2	chr11	+	70841864	70865299	NADSYN1
uc001oqn.1	chr11	+	70841864	70890229	NADSYN1
uc001oqo.1	chr11	+	70843803	70890229	NADSYN1
uc001oqp.1	chr11	+	70867987	70890229	NADSYN1
uc001oqq.1	chr11	+	70915960	70916858	KRTAP5-7
uc001oqr.1	chr11	+	70926718	70927901	KRTAP5-8
uc001oqs.1	chr11	+	70937113	70938301	KRTAP5-9
uc001oqt.1	chr11	+	70954256	70955314	KRTAP5-10
uc001oqu.1	chr11	-	70970548	70971569	KRTAP5-11
uc001oqv.2	chr11	+	71176204	71189928	FAM86C
uc009ysr.1	chr11	+	71176204	71189928	FAM86C
uc001oqw.2	chr11	+	71176204	71189928	FAM86C
uc009yss.1	chr11	+	71176204	71189928	FAM86C
uc001oqx.1	chr11	-	71183056	71202553	BC073927
uc001oqy.1	chr11	+	71221893	71226256	DEFB108B
uc001oqz.1	chr11	-	71305288	71317136	AK131288
uc001ora.1	chr11	+	71317730	71386291	RNF121
uc001orb.1	chr11	+	71317730	71386291	RNF121
uc001orc.1	chr11	+	71317730	71386291	RNF121
uc001ord.1	chr11	+	71317730	71386291	RNF121
uc009yst.1	chr11	+	71317730	71386291	RNF121
uc001ore.1	chr11	+	71387605	71391498	IL18BP
uc001orf.1	chr11	+	71387605	71391498	IL18BP
uc001org.1	chr11	+	71387756	71391498	IL18BP
uc001ori.1	chr11	+	71388336	71391498	IL18BP
uc009ysv.1	chr11	+	71388620	71391498	IL18BP
uc001orh.1	chr11	+	71387756	71392447	IL18BP
uc009ysu.1	chr11	+	71387605	71394408	IL18BP
uc001orj.2	chr11	-	71391558	71397539	NUMA1
uc009ysw.1	chr11	-	71391558	71404954	NUMA1
uc001orn.2	chr11	-	71395882	71404954	NUMA1 variant protein
uc009ysx.1	chr11	-	71401588	71429780	NUMA1
uc009ysy.1	chr11	-	71405694	71429780	NUMA1 variant protein
uc001orp.2	chr11	-	71405694	71458757	NUMA1 variant protein
uc001ork.1	chr11	-	71391558	71469168	NUMA1
uc001oro.1	chr11	-	71401588	71469168	NUMA1
uc001orl.1	chr11	-	71391558	71469221	NUMA1
uc001orm.1	chr11	-	71391558	71469221	NUMA1
uc001orq.2	chr11	-	71405694	71469221	NUMA1 variant protein
uc001orr.1	chr11	+	71469552	71485586	LRTOMT
uc009ysz.1	chr11	+	71469552	71485586	LRRC51
uc009yta.1	chr11	+	71469552	71485586	LRRC51
uc001oru.1	chr11	-	71486041	71487552	C11orf59
uc009ytb.1	chr11	-	71485985	71487950	C11orf59
uc001ort.1	chr11	-	71485985	71491970	C11orf59
uc001ors.2	chr11	+	71483641	71499475	LRRC51
uc009ytc.1	chr11	-	71495071	71501470	DKFZp564M082
uc001orv.2	chr11	-	71498277	71501470	C11orf51
uc001orw.1	chr11	-	71498280	71501470	C11orf51
uc001orx.1	chr11	+	71524418	71528582	FOLR3
uc001ory.1	chr11	+	71524418	71528582	FOLR3
uc001orz.1	chr11	+	71578249	71585014	FOLR1
uc001osa.1	chr11	+	71578249	71585014	FOLR1
uc001osb.1	chr11	+	71578606	71585014	FOLR1
uc001osc.1	chr11	+	71578905	71585014	FOLR1
uc001osd.1	chr11	+	71580820	71585014	FOLR1
uc009ytd.1	chr11	+	71605466	71610642	FOLR2
uc009yte.1	chr11	+	71605466	71610642	FOLR2
uc001ose.2	chr11	+	71605466	71610642	FOLR2
uc009ytf.1	chr11	+	71605466	71610642	FOLR2
uc001osf.1	chr11	+	71613472	71627797	INPPL1
uc001osg.1	chr11	+	71616572	71627797	INPPL1
uc001osh.2	chr11	-	71627768	71632868	PHOX2A
uc001osi.1	chr11	-	71681117	71697296	CLPB
uc001osj.1	chr11	-	71681117	71823216	CLPB
uc001osk.1	chr11	-	71681117	71823216	CLPB
uc009ytg.1	chr11	-	71681117	71823216	DKFZp434O209
uc001osl.2	chr11	+	71959351	71961913	AL832797
uc001osp.1	chr11	-	72003754	72003822	CS266603
uc001osn.1	chr11	-	71965109	72031126	PDE2A
uc001oso.1	chr11	-	71968225	72031126	PDE2A
uc001osm.1	chr11	-	71964832	72063060	PDE2A
uc001osq.1	chr11	-	72019769	72063060	PDE2A
uc009yti.1	chr11	+	72081377	72082168	BC150585
uc001osw.1	chr11	-	72086603	72092067	KIAA0782
uc001osr.1	chr11	-	72073761	72101936	ARAP1
uc001oss.1	chr11	-	72073761	72111028	CENTD2
uc009yth.1	chr11	-	72073761	72111028	KIAA0782
uc001ost.1	chr11	-	72073761	72115865	ARAP1
uc001osu.1	chr11	-	72073761	72141082	CENTD2
uc001osx.1	chr11	-	72143421	72144455	STARD10
uc001osy.1	chr11	-	72143421	72170534	STARD10
uc001osz.2	chr11	-	72143421	72182350	STARD10
uc001osv.1	chr11	-	72073761	72182398	ARAP1
uc001ota.1	chr11	-	72143421	72182398	NY-CO-28
uc001otb.1	chr11	-	72143421	72182398	STARD10
uc001otc.1	chr11	+	72203098	72207691	ATG16L2
uc001otd.1	chr11	+	72203098	72218328	ATG16L2
uc001ote.1	chr11	+	72203098	72218328	ATG16L2
uc001otf.1	chr11	+	72211033	72218328	ATG16L2
uc001otg.1	chr11	+	72211033	72218328	ATG16L2
uc009ytk.1	chr11	+	72211033	72218328	ATG16L2
uc009ytj.1	chr11	+	72203098	72232363	ATG16L2
uc001oti.2	chr11	-	72231646	72528821	FCHSD2
uc009ytl.1	chr11	-	72225437	72530791	FCHSD2
uc001oth.2	chr11	-	72225437	72530791	FCHSD2
uc009ytm.1	chr11	+	72622852	72623986	P2RY2
uc001otk.1	chr11	+	72606991	72625043	P2RY2
uc001otj.1	chr11	+	72606991	72625043	P2RY2
uc001otl.1	chr11	+	72607149	72625043	P2RY2
uc009ytn.1	chr11	+	72685211	72686198	P2RY6
uc001otm.1	chr11	+	72653217	72687312	P2RY6
uc001otn.1	chr11	+	72653217	72687312	P2RY6
uc001oto.1	chr11	+	72653217	72687312	P2RY6
uc001otp.1	chr11	+	72653217	72687312	P2RY6
uc001otq.1	chr11	+	72658586	72687312	P2RY6
uc001otr.1	chr11	+	72660894	72687312	P2RY6
uc001ots.1	chr11	+	72660894	72687312	P2RY6
uc001otu.1	chr11	+	72697316	72757784	ARHGEF17
uc009yto.1	chr11	+	72779447	72781177	RELT
uc001otv.1	chr11	+	72765052	72786167	RELT
uc001otw.1	chr11	+	72765360	72786167	RELT
uc001otx.1	chr11	+	72781936	72786167	FLJ00200
uc001oty.1	chr11	-	72794675	72986876	FAM168A
uc001otz.1	chr11	-	72794675	72986876	FAM168A
uc009ytp.1	chr11	-	72794675	72986876	TCRP1
uc001oua.1	chr11	+	73034870	73051512	PLEKHB1
uc001oub.1	chr11	+	73034870	73051512	PLEKHB1
uc001ouc.1	chr11	+	73036329	73051512	PLEKHB1
uc001oud.1	chr11	+	73036329	73051512	PLEKHB1
uc009ytq.1	chr11	+	73037382	73051512	PLEKHB1
uc009ytr.1	chr11	+	73041132	73051512	KPL1
uc001oue.1	chr11	-	73064330	73149849	RAB6A
uc001ouf.1	chr11	-	73064330	73149849	RAB6A
uc009yts.1	chr11	-	73064330	73149849	RAB6A
uc001oug.2	chr11	-	73118170	73149849	RAB6C
uc001ouh.2	chr11	+	73176564	73253304	MRPL48
uc009ytt.1	chr11	+	73176564	73253304	MRPL48
uc009ytu.1	chr11	+	73176564	73253304	MRPL48
uc009ytv.1	chr11	-	73261807	73262071	CHCHD8
uc009ytw.1	chr11	-	73261807	73262500	CHCHD8
uc001ouj.1	chr11	-	73261360	73265538	CHCHD8
uc001ouk.1	chr11	+	73265680	73316427	PAAF1
uc001oul.1	chr11	+	73265680	73316427	PAAF1
uc009ytx.1	chr11	+	73265680	73316427	PAAF1
uc001oum.1	chr11	+	73267471	73316427	PAAF1
uc001oun.1	chr11	+	73307633	73316427	PAAF1
uc001ouo.1	chr11	+	73339011	73358980	DNAJB13
uc001oup.1	chr11	-	73363363	73371537	UCP2
uc001ouq.1	chr11	-	73363363	73371537	UCP2
uc001our.1	chr11	-	73388984	73397778	UCP3
uc001ous.1	chr11	-	73392372	73397778	UCP3
uc001out.2	chr11	-	73401412	73474579	DKFZp586P0123
uc001ouu.2	chr11	-	73423127	73559712	C2CD3
uc001ouv.2	chr11	-	73501893	73559712	C2CD3
uc001ouw.1	chr11	+	73560015	73643396	PPME1
uc009yty.1	chr11	+	73593045	73643396	PPME1
uc001oux.1	chr11	+	73619477	73643396	PPME1
uc001ouy.2	chr11	-	73636198	73700347	DKFZp434L0823
uc001ouz.1	chr11	-	73655349	73700347	P4HA3
uc001ova.2	chr11	+	73700054	73713397	BC048427
uc001ovb.1	chr11	-	73719008	73787150	PGM2L1
uc009ytz.1	chr11	-	73845944	73846256	KCNE3
uc001ovd.2	chr11	-	73844991	73850846	KCNE3
uc001ovc.1	chr11	-	73843533	73856248	KCNE3
uc001ove.2	chr11	+	73882132	73887225	MGC12965
uc001ovf.1	chr11	+	73981276	74031413	POLD3
uc009yua.1	chr11	+	73981276	74031413	POLD3
uc001ovj.1	chr11	-	74091486	74093409	FKSG37
uc001ovg.1	chr11	-	74085121	74107996	DKFZp586N2124
uc001ovh.1	chr11	-	74085121	74119834	CHRDL2
uc001ovi.1	chr11	-	74085121	74119834	CHRDL2
uc001ovk.1	chr11	-	74091486	74119834	CHRDL2
uc001ovl.2	chr11	+	74137560	74231106	RNF169
uc001ovs.1	chr11	-	74231662	74252807	FLJ00225
uc001ovn.1	chr11	-	74229602	74295149	FLJ00225
uc001ovt.2	chr11	-	74247850	74295966	DKFZp686K09128
uc001ovo.1	chr11	-	74229602	74333778	FLJ00225
uc001ovm.2	chr11	-	74196431	74337880	FLJ00225
uc009yub.1	chr11	-	74229602	74337880	XRRA1
uc001ovq.2	chr11	-	74229602	74337880	XRRA1
uc001ovp.2	chr11	-	74229602	74337880	XRRA1
uc001ovr.2	chr11	-	74229623	74337880	FLJ00225
uc001ovu.2	chr11	+	74337939	74367724	SPCS2
uc001ovv.1	chr11	+	74377390	74396391	NEU3
uc001ovw.1	chr11	+	74377597	74396391	NEU3
uc001ovx.1	chr11	+	74398164	74398195	DQ592682
uc001ovz.1	chr11	+	74399508	74399536	DQ591572
uc001owa.1	chr11	-	74477443	74478406	OR2AT4
uc001owb.1	chr11	+	74539810	74594947	SLCO2B1
uc001owc.1	chr11	+	74539810	74594947	SLCO2B1
uc001owd.1	chr11	+	74548491	74594947	SLCO2B1
uc001owe.1	chr11	-	74654129	74740521	ARRB1
uc001owf.1	chr11	-	74654129	74740521	ARRB1
uc001owj.1	chr11	+	74789082	74789230	SNORD15A
uc001owg.2	chr11	+	74788209	74792634	RPS3
uc001owl.1	chr11	+	74793112	74793258	SNORD15B
uc001owk.1	chr11	+	74789385	74794349	RPS3
uc001owh.1	chr11	+	74788209	74794381	RPS3
uc001owi.1	chr11	+	74788209	74810972	RPS3
uc001owm.1	chr11	-	74811085	74818881	KLHL35
uc001own.2	chr11	-	74823332	74838676	GDPD5
uc009yue.1	chr11	-	74831456	74846479	pp6037
uc009yuc.1	chr11	-	74823332	74868181	GDPD5
uc009yud.1	chr11	-	74823332	74879013	GDPD5
uc001owo.2	chr11	-	74823332	74879444	GDPD5
uc001owp.2	chr11	-	74823332	74914247	GDPD5
uc001owq.2	chr11	-	74873997	74914247	pp6037
uc009yuf.1	chr11	+	74950817	74958123	SERPINH1
uc001owr.1	chr11	+	74950817	74961494	SERPINH1
uc009yug.1	chr11	+	74950817	74961494	SERPINH1
uc001ows.1	chr11	+	74951062	74961494	SERPINH1
uc001owt.1	chr11	+	74956474	74961494	SERPINH1
uc001owu.1	chr11	-	74975610	75057127	MAP6
uc001owv.1	chr11	-	74991552	75057127	MAP6
uc001oww.1	chr11	+	75106581	75118020	MOGAT2
uc001owx.1	chr11	+	75106581	75119979	MOGAT2
uc001owy.1	chr11	+	75108066	75119979	MOGAT2
uc001owz.2	chr11	-	75147149	75157340	BC039351
uc001oxa.2	chr11	+	75157425	75190227	DGAT2
uc001oxb.2	chr11	+	75157425	75190227	DGAT2
uc009yuh.1	chr11	+	75319551	75405672	UVRAG
